specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Simple,187,0.88
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,White Collar Crimes,Low,Complex,187,0.8
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Violent Crimes,Medium,Simple,187,0.88
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,White Collar Crimes,High,Complex,187,0.71
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Violent Crimes,High,Complex,187,0.74
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Drug Offenses,Medium,Moderate,187,0.77
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Complex,187,1.0
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Contracts,High,Moderate,188,0.65
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,Medium,Complex,188,0.67
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,Low,Simple,188,0.69
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Mergers,Medium,Simple,188,0.7
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,Medium,Simple,188,0.68
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,High,Moderate,188,0.62
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,High,Complex,188,0.66
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Mergers,Medium,Simple,188,0.68
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,Low,Simple,188,0.62
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Mergers,High,Moderate,188,0.7
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Mergers,High,Moderate,188,0.72
Corporate Law,Mergers,6,Karachi,Defence,19505,82%,333,"Special Tribunals, District Court, Session Court","Punjabi (Conversational), English (Fluent), Urdu (Native)",Corporate Law,Compliance,Low,Simple,188,0.64
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Medium,Complex,189,0.83
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Contracts,Low,Complex,189,0.75
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Medium,Complex,189,0.73
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Low,Moderate,189,0.71
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Low,Complex,189,0.89
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Low,Moderate,189,0.76
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Low,Moderate,189,0.89
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Compliance,Medium,Complex,189,0.86
Corporate Law,Mergers,8,Lahore,Model Town,17345,74%,313,"District Court, High Court","Urdu (Native), Sindhi (Basic)",Corporate Law,Mergers,Low,Simple,189,0.85
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,Low,Moderate,191,0.81
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,Medium,Complex,191,0.78
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,High,Complex,191,0.78
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Compliance,Low,Simple,191,0.6
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Mergers,Low,Simple,191,0.69
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Compliance,Medium,Complex,191,0.71
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,Medium,Moderate,191,0.81
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,Medium,Complex,191,0.84
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Mergers,Low,Moderate,191,0.65
Corporate Law,Contracts,6,Quetta,Jinnah Town,6374,80%,280,"District Court, High Court","English (Fluent), Sindhi (Basic), Punjabi (Conversational), Pashto (Conversational)",Corporate Law,Contracts,High,Moderate,191,0.66
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,High,Simple,193,0.87
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,High,Simple,193,0.71
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,Medium,Complex,193,0.67
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,Low,Simple,193,0.67
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Deportation,Low,Complex,193,0.84
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Medium,Moderate,193,0.72
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Citizenship,Low,Simple,193,0.76
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Deportation,Low,Simple,193,0.66
Immigration Law,Visas,7,Quetta,Samungli Road,10424,65%,73,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), Pashto (Conversational), English (Fluent)",Immigration Law,Visas,Low,Moderate,193,0.81
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,High,Simple,194,0.8
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Low,Moderate,194,0.93
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Low,Moderate,194,0.72
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Medium,Moderate,194,0.75
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,High,Moderate,194,0.83
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,Low,Complex,194,0.92
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Medium,Simple,194,0.89
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Child Custody,High,Simple,194,0.8
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Medium,Complex,194,0.71
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Divorce,Low,Simple,194,0.83
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Low,Moderate,194,0.89
Family Law,Child Custody,23,Karachi,Saddar,3928,79%,289,"Session Court, Special Tribunals, High Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Family Law,Adoption,Medium,Moderate,194,0.93
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Simple,195,0.84
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,White Collar Crimes,Medium,Simple,195,0.67
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,White Collar Crimes,Medium,Complex,195,0.76
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Medium,Moderate,195,0.62
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,Low,Complex,195,0.77
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,White Collar Crimes,Medium,Complex,195,0.73
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Low,Complex,195,0.63
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Low,Moderate,195,0.81
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Medium,Simple,195,0.87
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Low,Simple,195,0.71
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,High,Moderate,195,0.66
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,Medium,Simple,195,0.84
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,White Collar Crimes,Medium,Moderate,195,0.78
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Complex,195,0.67
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,Medium,Moderate,195,0.68
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Violent Crimes,High,Complex,195,0.82
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Simple,195,0.64
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Simple,195,0.86
Criminal Law,Drug Offenses,7,Islamabad,F-8,19774,61%,322,"District Court, Session Court","Punjabi (Conversational), Pashto (Conversational)",Criminal Law,Drug Offenses,High,Moderate,195,0.63
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Drug Offenses,Low,Moderate,196,0.8
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Drug Offenses,Medium,Moderate,196,0.76
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,Drug Offenses,High,Simple,196,0.64
Criminal Law,Violent Crimes,5,Peshawar,Hayatabad,10334,66%,288,"Session Court, Special Tribunals, District Court","Sindhi (Basic), Urdu (Native), English (Fluent), Punjabi (Conversational)",Criminal Law,White Collar Crimes,High,Complex,196,0.75
